note_id,title,content,images,type,nickname,liked_count,comment_count,share_count,craete_time,note_url,keyword,platform,comment
5224146415912842,,南京3天2夜｜保姆级旅游路线攻略，不绕路哈喽，宝子们～如果你计划 8 - 10 月来南京旅行，这份超详细的南京旅游攻略一定要看看！拒绝踩坑！！从旅游线路游玩图，到景点、美食攻略🍜、交通住宿、旅游建议⚠️等一系列总结！都是本地人平时经常吃的，玩的地方！！-✅路线指南：💐第一天：明孝陵 ...全文,,normal,H_季夏初一,55,160,10.0,1761045828,https://m.weibo.cn/detail/5224146415912842,南京必去景点,wb,
5215915550706574,,晚安#发现南京# 南京钟山风景区怎么玩？这份超全游玩指南你值得拥有～  #这一次我爱上了南京# @南京钟山风景区 南京发布的微博视频 ,,normal,南京发布,96,349,27.0,1759083437,https://m.weibo.cn/detail/5215915550706574,南京必去景点,wb,
5216723095523430,,带着微博去旅行 ＂中华城中人文第一山＂｜紫金山#微博旅行家##国内旅游##户外##微博兴趣创作计划#         紫金山又称钟山，位于南京城东，是江南四大名山之一。主峰头陀岭海拔448.9米，是南京的制高点。山上不仅自然风光秀丽，更汇集了众多名胜古迹，如中山陵、明孝陵、灵谷寺等，被誉为“中 ...全文,,normal,暖阳微醺s,4,120,2.0,1759275971,https://m.weibo.cn/detail/5216723095523430,南京必去景点,wb,"['晚上好呀感谢分享', '感谢分享太喜欢了', '有趣有盼，无灾无难', '转发微博', '晚上好呀', '感谢分享', '晚上好呀', '晚上好呀博主', '这个内容好受欢迎', '特别喜欢你发的内容', '下午好呀', '不错不错哈', '喜欢看 多发呀', '真的很不错呢', '分享的内容太棒了', '周三愉快，天天开心！', '博文内容很棒，喜欢！', '内容很棒，感谢分享！', '分享的不错哦', '感谢分享，太棒了', '', '内容精彩感谢分享！', '说的很对，继续努力', '快更新，别偷懒', '这个还可以', '太优秀了，必须点赞', '感谢分享', '博文内容很精彩', '内容分析的很到位', '感谢分享', '感谢分享', '真的不错呀！', '博文内容很精彩', '谢谢分享，涨知识了！', '博主分享的内容很精彩哦', '谢谢博主分享', '还是你会发', '博文真不错，谢谢分享', '谢谢博主分享', '我来支持博主了！']"
5222163866976935,,南京秋日3天2晚精华攻略南京秋日短暂却极致，满城梧桐、银杏、红枫勾勒出金陵浪漫。这份400字精华攻略，帮你高效打卡核心美景。一、行程规划（3天2晚）Day 1：钟山风景区（秋景密度最高）• 路线：明孝陵（6:30前免票，打卡“最美600米”石像路，橙乌桕、黄银杏交织）→ 美龄宫（民国风建筑， ...全文,,normal,脆皮奶团子,20,133,9.0,1760573151,https://m.weibo.cn/detail/5222163866976935,南京必去景点,wb,
5214717083651568,,#微博旅行家#国庆假期旅游/旅游推荐/旅游攻略种草:南京一眼千年的古都之旅南京，这座承载着六朝烟雨的古都，每一处都藏着历史与诗意。想要感受历史的厚重，必去明孝陵。作为朱元璋与马皇后的陵寝，蜿蜒的神道、巍峨的方城，尽显皇家陵园的恢宏。而南京博物院更是不容错过，镇院之宝 “银缕玉衣”“大 ...全文,,normal,长沙芙蓉区李飞,91,28,1.0,1758797700,https://m.weibo.cn/detail/5214717083651568,南京必去景点,wb,"['真的特别适合去', '南京古都之旅，历史与文化的交融，值得一去！', '看起来不错，种草', '南京很好玩', '很实用的旅行攻略', '南京美食很多', '国庆大家去哪里玩呀', '下次就去南京玩', '南京好玩的呀', '我打算人少的时候去', '我打算去南京', '南京古都，历史与美食的完美结合！', '南京古都，历史与诗意交织，尽享文化之旅！', '南京古都，历史与诗意交融！', '古都南京，历史韵味浓厚，必去游览！', '古都南京，历史与诗意交融，值得一游！', '南京古都魅力无限，历史韵味浓厚！', '南京古都魅力无穷，历史文化深厚。', '南京古都魅力无穷，历史与诗意交融！']"
5222150090264442,,总要去南京走走：秦淮河晚风拂面，颐和路梧桐映路，在老城墙边驻足，听这座古都，诉说千年沉淀的过往。推荐南京三天两夜游:第一天 ：抵达南京后前往夫子庙/老门东区域，入住特色民宿，下午游览老门东、瞻园，傍晚欣赏夫子庙步行街及秦淮河夜景，品尝南京特色小吃。 第二天 ：上午参观中山陵和音乐 ...全文,,normal,富柠柠,53,119,0.0,1760569867,https://m.weibo.cn/detail/5222150090264442,南京必去景点,wb,
5225750999601710,,第一次来南京，南京超全3天2夜攻略，赶快来看看～✈️行程安排：Day 1：梧桐大道—-美龄宫--中山陵&amp;音乐台—-南京博物院--总统府--夫子庙&amp;秦淮河Day 2： 古鸡鸣寺--南京城--玄武湖--颐和路--先锋书店--新街口Day 3：遇难同胞纪念馆--老门东—-大报恩寺--牛首山🏘️住宿推荐：①新街口附近：市 ...全文,,normal,小猫呆郁铃铛,34,103,0.0,1761428391,https://m.weibo.cn/detail/5225750999601710,南京必去景点,wb,
5223628486739027,,匣仔漫游博物馆｜南京博物院各位“文博迷”兼历史爱好者请注意！本匣仔已替你们提前打卡南京博物院，从史前陶器摸到明清宫廷文物，连哪儿能细品江南雅韵、哪儿藏着冷门宝藏展品都探得明明白白。这份“人匣适配型”逛馆攻略，带你边追溯金陵文脉边规划后续文化行程，保准逛得透、看得爽！#微博旅行家# ...全文,,normal,体育话匣仔,8,113,0.0,1760922344,https://m.weibo.cn/detail/5223628486739027,南京必去景点,wb,"['哈哈哈这个确实太有意思了', '那些静默的文物，诉说着比文字更生动的历史篇章。', '来一场说走就走的旅行吧', '来一场说走就走的旅行吧！', '👍我是博主的铁粉！', '👍我是博主的铁粉！', '太精彩了吧', '太棒了，不错的博文', '内容很有价值，谢谢博主～', '博主很优秀啊，盼更', '晚上好呀', '博物馆真可以去', '讲解的很详细啊', '感谢分享', '跟着涨见识，感谢科普', '看起来超级不错呀', '谢谢分享呀', '晚上好，感谢分享', '谢谢分享，晚上好', '晚上好呀', '晚上好呀感谢分享', '感谢分享太喜欢了', '晚上好呀', '分享的内容很不错', '谢谢分享，这个博物馆', '感谢分享，内容不错', '分享的不错 再多更新一下', '下午好哦 谢谢博主的分享', '挺不错的内容啊', '感谢分享 内容很精彩', '感谢分享', '感谢分享，受益匪浅', '感谢科普精彩内容', '内容很精彩', '博主｜晚上好呀！✨', '今天也要看看微博～', '感谢分享，很不错哦', '内容精彩，感谢分享！', '跟着博主学知识了', '哈喽、晚上好呀', '非常棒的内容，支持一下', '我又来啦！希望带给你快乐，我的好朋友', '周一看看微博啦', '下午好啊', '谢谢分享啊', '感谢分享精彩内容', '内容很精彩，感谢分享', '感谢博主分享', '感恩分享！果断点赞收藏！', '内容很棒、每次都有新收获！', '感谢分享呀', '周一，晚上好呀', '好看爱看，多多更新', '这个分享太有用了！感谢感谢。', '原来是这样', '来看看博主', '好看爱看，多多更新', '谢谢分享', '来了来了', '哇塞，真的是超级棒呀！', '那是相当的不错', '南京博物院很好逛', '本宫深感你用心良苦，攻略详尽，令人如临其境。', '谢谢博主的分享啊', '感谢博主分享内容很精彩', '感谢分享，晚上好', '非常精彩的作品', '写的太好了', '真的很不错呀。', '博主文采不错，感谢分享', '这篇太对我胃口了，果断关注', '写的太好了，多写呀', '内容很用心了', '这博文太棒了', '内容戳中我的需求了', '喜欢看你多发些呀', '非常有意思的博文', '内容很精彩呀👍', '博文精彩，感谢分享！']"
5217303751036982,,旅游3刷牛首山！半日游保姆级攻略来啦‼️。没去国外，就在南京，发朋友圈被问爆了！我不允许还有人没去过南京牛首山👏这座耗资 40 亿打造的jue美宫殿，真的太震撼啦🥰 📷拍照机位📍佛顶宫一楼卧佛机位📍佛顶宫右手边水池，可以拍到佛顶宫与佛顶塔同框📍佛顶宫过道，可站在 ...全文,,normal,条条看山川湖海,89,198,1.0,1759414410,https://m.weibo.cn/detail/5217303751036982,南京必去景点,wb,"['这真的厉害', '那庙里是都是黄金色是吧', '这里的美景令人陶醉', '很精彩，收获满满，期待更新！', '南京牛首山旅游攻略很详细哦', '攻略真不错呀', '收藏了有机会去玩儿', '这里风景好美，我也想去', '南京好玩的地方挺多', '哇塞！！这里也太美了', '牛首山攻略超实用，南京之旅必收藏！', '半日游保姆级攻略来啦', '保姆级攻略呀！', '好想去南京看一看啊', '攻略很详细', '还没去过呢', '这个景区和我们马山拈花湾是同一个老板', '南京还有个这么美的地方', '简直了，美得我都被震撼到了呢！', '旅游功略精彩。']"
5208183716709710,,#微博旅行家##微博兴趣创作计划##国内十大赏枫胜地##十大国内9月旅游好去处# 🍁南京栖霞山 | 邂逅金陵最美秋意🍁🌟国内十大赏秋胜地之一的#南京栖霞山#，绝对是9、10月不容错过的旅游宝藏地！🌟这里是#中国四大赏枫胜地#之首，50余种红叶树种交织出五彩斑斓的秋日盛景。11月中下旬红叶进 ...全文,,normal,遇见南浔不迷路,186,95,1.0,1757240024,https://m.weibo.cn/detail/5208183716709710,南京必去景点,wb,"['这个写的挺好的', '真是一个旅游很棒的地方诶，必须给你点赞', '这里景色也太美了吧', '谢谢分享精彩旅游攻略', '秋天的美景。', '这真是太美了', '这风景也太美了。', '南京的宝藏景点，栖霞山不容错过！', '秋日金陵枫情浓，栖霞红叶映古寺，一秒沉醉江南最美的季节！', '攻略做的太详细了', '邂逅金陵最美秋意', '秋天的景色太美了', '南京有很多好玩的地方', '记得有首老歌：她的唇啊唇如醉，像栖霞山上枫如醉（东方女孩）', '秋天的景色太美了', '又到了看红叶的季节了', '讲解的很不错呢', '👍分享的真不错！赞！', '周末愉快呀', '南京栖霞山很美', '下午愉快哦', '真是太赞了，太赞了', '服了啊，有没有', '栖霞山有彩霞', '这地方值得去打卡', '一座栖霞山，半部金陵史', '太给力了果断收藏', '真是太美了', '🍁南京栖霞山 | 邂逅金陵最美秋意', '非常值得看看', '好详细的游玩攻略', '好棒，多多更新～', '晚上好啊，来看你了', '很详细的旅游攻略', '🌿栖霞山秋色真美！漫步林间，满目斑斓，感受金陵独有的秋日韵味～🍂', '南京很好玩啊', '我也很想去', '景色也太美了', '哇塞，好惊艳的一组照片啊', '秋天的景色美不胜收', '十一月中下旬就可以看红叶', '真的很实用的攻略', '好喜欢自然风景', '在南京栖霞山，邂逅金陵最迷人的秋日风情。', '栖霞山秋天太美了', '博文很精彩，谢谢分享', '感谢分享精彩内容，天天开心', '感谢分享', '真的好漂亮啊', '不错不错', '这个很漂亮', '太美了吧', '南京栖霞的枫叶很好看，强推', '枫叶太好看了', '好美的风景', '好适合秋天去旅行', '真的很棒呀', '金陵的秋天太美了', '拍的好美呀，想看了', '谢谢博主指南', '这里好漂亮啊', '云游古镇', '风景太美了吧', '秋天赏红叶非常的幸福。', '有时间一定去看看', '攻略太详细了', '太好看了叭', '天呢 好漂亮的风景', '哇好详细的攻略啊收了', '栖霞秋色如画，愿天下人皆能得享此美景，共赏太平盛世。', '古色古香', '跟着博主去旅游，棒棒的', '你的博文真精彩。我也来看看', '真的很不错呢', '感谢分享，内容精彩。', '想去这里去旅游', '攻略很详细', '好美的旅游胜地', '博主我来催更了', '每次更新都好期待👻']"
