note_id,title,content,images,type,nickname,liked_count,comment_count,share_count,craete_time,note_url,keyword,platform,comment
68f4f549000000000300f7fe,南京土著私藏！这5家本土奶茶才是真顶流✨,"#大声安利本地美食[话题]#
来南京别只知道茶颜了！本地奶茶圈藏着太多宝藏，从老牌回忆杀到新晋网红，每一口都是专属金陵的烟火气，奶茶控直接按图打卡👇
🍵 拾叁茶（明瓦廊店）
南京版""茶颜""名不虚传！红楼梦主题戳中文化控，每杯都是鲜牛奶+南京特产雨花茶底，喝着超安心。
✅必点：青钗雪兮
茉莉茶香混着醇厚牛乳，顶上堆着绵密奶油，撒上碧根果碎和抹茶粉，一口下去层次直接拉满。
📍地址：秦淮区明瓦廊（逛吃一条街超方便）
🏭 马伍旺饮料厂（新街口店）
川菜店跨界奶茶界的黑马！80年代复古工厂风装修，拍照巨出片。
✅必点：雪顶观音
云南普洱打底+味全牛乳，动物奶油顶撒上脆香炒米花，五分糖去冰刚好，奶油融化后和茶底融合更绝。
⚠️小贴士：现场喝直接撒料，打包会给单独小料包哦～
👐 小金金手作（羊皮巷店）
新街口花园般的宝藏小店！所有小料都是现煮现做，糯叽叽脑袋狂喜。
✅必点：招牌米麻薯鲜牛乳茶
荔浦芋头+现熬米麻薯堆得满满当当，茶底厚实不齁甜，滑溜溜的口感太上头。
✅隐藏款：妃子笑桂花冰酿，桂花冻配粉玉芝士奶盖超清新！
🐼 熊猫一间店（科巷店）
治愈系熊猫主题小店，温馨到不想走。
✅必点：烤杏仁奶茶
奶茶口感偏醇厚但不腻，杏仁香很浓郁，搭配科巷的盐水鸭腿吃简直绝配，本地人下午茶常客！
🧁 多克多茶屋（洪武路店）
南京人的童年回忆杀！20年的老牌奶茶店，古早味直接拉满。
✅必点：鸡蛋布丁全套奶茶
QQ弹弹的布丁沉在杯底，混着珍珠、红豆等小料，每一口都是小时候的味道，性价比超绝。
💡 土著点单秘籍：
1. 拾叁茶/马伍旺建议错峰去，周末可能要排队
2. 小金金的小料别额外加糖，本身甜度就够了
3. 多克多的蒸汽奶茶茶味更重，适合爱茶星人
来南京逛夫子庙、爬中山陵累了，就找家本土奶茶店歇脚，这才是打开金陵的正确方式啊！
#南京美食[话题]# #本土奶茶天花板[话题]# #南京旅游攻略[话题]# #奶茶探店[话题]##南京美食攻略[话题]# #南京奶茶店[话题]#","['http://sns-webpic-qc.xhscdn.com/202511070742/467cf3ab322f64ea068917f625567110/notes_pre_post/1040g3k031nqsvpjc5m005njoqqd0902331ggfu0!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511070742/928bd386a1492e7f15da988e8a19c03c/notes_pre_post/1040g3k031nqsvpjc5m0g5njoqqd09023prhcbb8!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511070742/a05423652040f30d858cb27360d88c38/notes_pre_post/1040g3k031nqsvpjc5m105njoqqd0902385k4n08!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511070742/69468d8991222402c71f80df10718c06/notes_pre_post/1040g3k031nqsvpjc5m1g5njoqqd09023phfsb60!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511070742/e4b554acd7c7b050b5ee4db32580ecf6/notes_pre_post/1040g3k031nqsvpjc5m205njoqqd09023q4qqsi8!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511070742/5a30916955a248ffe7591f1065192bf8/notes_pre_post/1040g3k031nqsvpjc5m2g5njoqqd09023c7048n8!nd_dft_wlteh_webp_3']",normal,爱吃玉米的兔子🐰,122,2,,1760884041000,https://www.xiaohongshu.com/explore/68f4f549000000000300f7fe?xsec_token=ABv_JYFH28aoUtjgtT-jHzxB9yfphBRs2WFVrVN4wFef8==&xsec_source=pc_search,南京饮料推荐,xhs,['谢谢宝子的分享']
68cd18a7000000000b03e5b4,南京奶茶,"南京！！！
有没有必喝的奶茶
求推荐！！！#奶茶[话题]# #南京[话题]##南京旅游[话题]#",['http://sns-webpic-qc.xhscdn.com/202511070742/9f7d87c8c9df9fb83b7e6a1523b1dd2b/1040g2sg31mjvf91m6me05ndl08q0924vj7qon08!nd_dft_wlteh_webp_3'],normal,1amttuo,2070,343,,1758271655000,https://www.xiaohongshu.com/explore/68cd18a7000000000b03e5b4?xsec_token=ABkP5OEzUJTScgmMf5Gxt_HQP-zie59_GQnBbPptCfaDM==&xsec_source=pc_search,南京饮料推荐,xhs,"['太犇牛你必须整一杯', '拾叁茶 不好喝我倒立洗头', '拾叁茶[皱眉R]', '马伍旺好喝', '本就', '李山山 去茶山 楼下酸奶 都在新街口', '熊猫一间店', '红茶公司', '多克多', '']"
688875cb0000000025023a5d,南京本土茶饮品牌大盘点,"既有扎根南京二十多年的老熟人，也有近些年才涌现出的潜力新锐，博主大致罗列了18个本土热门茶饮品牌，如有遗漏，欢迎补充[抱拳R]
	
[勾引R]大家最常喝的是哪一家呢？
	
#南京奶茶[话题]# #奶茶测评[话题]# #茶饮[话题]# #本土奶茶[话题]# #南京旅游[话题]# #南京旅游攻略[话题]# #美食打卡[话题]# #宝藏饮品[话题]# #南京商业[话题]#","['http://sns-webpic-qc.xhscdn.com/202511070742/0064bff04dea544c4c4946e12c0960da/1040g00831kgu9rtj3q105nfffeb097q1trg2aq8!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511070742/119e0b56befd1cbfed43add80e785487/1040g00831kgu9rtj3q005nfffeb097q1nffldc0!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511070742/a8a83e07777bff75eb0db4bf74ccf5ee/1040g00831kgu9rtj3q0g5nfffeb097q1l3bk9jo!nd_dft_wlteh_webp_3']",normal,发现南京,344,121,,1753773515000,https://www.xiaohongshu.com/explore/688875cb0000000025023a5d?xsec_token=ABwgsU7PYSqai2iVqX9NxjtZYgHUAm0tsrNY_zb74_7o4==&xsec_source=pc_search,南京饮料推荐,xhs,"['好多不是南京本土的', '东方墨蘭在魔都喝过[派对R]', '多克多，还是算了吧。', '台湾深藏好喝', '雅克雅思只是火了才说自己是南京的吧[黑薯问号R]', '上学喝熊猫！参加工作了喝熊猫！现在自己店旁边也有熊猫！[飞吻R][飞吻R][飞吻R]', '十三茶为什么感觉那么像茶颜悦色，他们哪个早', '太犇牛 新品yyds', '南京的加盟品牌等同于快招，99%都不值得加盟', '东方墨兰是南京的？']"
67fcdbfd000000000b017f4b,南京巨巨巨好喝的那杯！✨,"在南京喝过的特色奶茶！把去南京喝的冷饮排队集合，打分如下！
1️⃣永民手作 🌟🌟🌟🌟🌟
南京特有15元2杯基础版奶茶，性价比之王！我点的珍珠奶绿，不另外加糖！黑糖珍珠现煮的，十分Q弹，配上奶绿不腻不甜！喝过的最好喝的基础版珍珠奶茶！他家款式不多，主打珍珠！
	
2️⃣拾叁茶🌟🌟🌟🌟🌟
似乎也是南京才有的牌子，包装和取名是中国风的路子！有南京酒酿特色款，值得尝试！水果茶和桂花酒酿款都没踩雷！神奇的是热的也好喝
	
3️⃣景区冰淇淋🌟🌟🌟🌟
	
灵谷塔附近买的！两个有优惠，价格不贵，好像是两个25。香蕉味冰淇淋该有的味道，不算甜！
4️⃣豆花莊🌟🌟🌟🌟
	
特色款是豆花！豆花软软甜甜的，有豆子味，一点点豆腥味，不爱豆子味的别点！它家🍠好多人推了，我感觉有点像有豆花版的鲜芋仙！
5️⃣茶颜悦色🌟🌟🌟
老网红了，但我一直没喝过，抱有很大期待！是好喝的，但是现在茶味奶茶太多了，就没有那么惊艳了！冲着名头的可以点！
#南京奶茶[话题]# #南京旅游[话题]# #南京美食[话题]# #南京攻略[话题]#","['http://sns-webpic-qc.xhscdn.com/202511070742/724dc2b778c8c17df7cf053e2ffa7cf0/1040g00831g8k31sohs704a688rocsamqbp2jhh8!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511070742/3620fbe2057f53e47496f95df4dd6166/1040g00831g8k31sohs7g4a688rocsamqlsme1ug!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511070742/76b59dd8bca81df495cb5047bf4cd1b0/1040g00831g8k31sohs804a688rocsamqrsg6iag!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511070742/a0e2f22c70ba41d70b74eeac1208eed4/1040g00831g8k31sohs8g4a688rocsamqpih1uoo!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511070742/bc714897f247f8a02f8a39cb632cc9f6/1040g00831g8k31sohs904a688rocsamq4h12hro!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511070742/b733b47b1b49e625abe6c717851334bd/1040g00831g8k31sohs9g4a688rocsamqjj4mei0!nd_dft_wlteh_webp_3']",normal,芜扶,74,0,,1744624637000,https://www.xiaohongshu.com/explore/67fcdbfd000000000b017f4b?xsec_token=AB7TzGmfX0FxI7BDRKMK0HgtDQDz18rXSL8H9rfFsGeEo==&xsec_source=pc_search,南京饮料推荐,xhs,[]
68d0be430000000012021bce,南京必吃榜？,听说南京有很多奶茶店很好喝，准备去南京玩了，有没有什么很好吃的店和奶茶[蹲后续H][蹲后续H][蹲后续H]#南京[话题]#,['http://sns-webpic-qc.xhscdn.com/202511070742/7cd1622468bcd7747772f37b7359ec52/1040g2sg31mnhaqis4qe05q0k6bg3jht517fofig!nd_dft_wlteh_webp_3'],normal,yyyyyyyyyyy,4357,422,,1758510659000,https://www.xiaohongshu.com/explore/68d0be430000000012021bce?xsec_token=AB0Eb2T4hfyOBVASaUTDowCZPWCI9SrYJSsFlSbVkUWR4==&xsec_source=pc_search,南京饮料推荐,xhs,"['拾叁茶和多克多，南京本土奶茶，我曾经创下连喝8天，一天一杯的记录。[偷笑R]', '83年南京土著推荐：盐水鸭就吃水西门瘦型鸭或者韩复兴鸭子，这两家都是老店连锁！司背后街的松子烤鸭 ，童家巷左师傅梅花糕和西北桥头拉面大王「吃它家锅贴，做好排队的准备😃」金中鸭血粉丝福建路店！粉丝配它家锅巴一绝😃！成诚酥烧饼，闵记炸鸡，鸡鸣汤包只吃汤包！戴君华皮肚面！雨花茶也是南京专属！有需要特产伴手礼翻我哈[大笑R]', '这个好吃[偷笑R]', '拾叁茶是真心不错，我上次去南京喝这个是最好喝的', '谁懂 活珠子我很爱[捂脸R]', '熊猫一间店 台湾深藏 每天想念得眼泪汪汪的', '安徽的你我好馋你们那边的卡旺卡[抽泣R]', '桂茶里米糕，去南京买了现在念念不忘，真的好吃[红色心形R][哭惹R][哭惹R]可是其他地方都没有分店。', '好像有一家奶茶叫“拾叁茶”', '他呀，那独一无二的拥抱，很温暖，却再也感受不到了[哭惹R]']"
69001c3100000000070379df,求南京特色奶茶推荐！,"南京有没有本地特色奶茶
外面喝不到的那种
不想一直喝一点点霸王茶姬之类的 喝太多次都有点喝腻了[完啦R][完啦R]
#求助[话题]#
#南京[话题]#
#南京本地奶茶[话题]#
#奶茶治愈一切[话题]#",['http://sns-webpic-qc.xhscdn.com/202511070743/2015379d55205c07e2aa8f2c270bd32b/1040g2sg31o5pknik4ue05q6cudi8b5gsj8sncl0!nd_dft_wlteh_webp_3'],normal,Ivy,5,18,,1761614897000,https://www.xiaohongshu.com/explore/69001c3100000000070379df?xsec_token=ABLJZlyPGD1k4PY-qqEU_GqSBxRd1E8HoepaJNIh48fS0==&xsec_source=pc_search,南京饮料推荐,xhs,"['多克多，但是我上次喝了感觉味道跟以前不同了', '拾叁茶！', '熊猫一间间，多克多，十三茶', '熊猫一间店', '太犇牛', '咸奶茶的神，狮国岚茶', '太犇牛手作', '多克多', '真茶屋', '龙珠奶茶']"
68f391310000000007022e49,请大家推荐南京必喝奶茶！谢谢大家！,"孙燕姿的兵下周抵达战场
翻了会儿小红书已经被种草了太犇牛、拾叁茶、永民手作、庙口红茶、台湾深藏、山下奶市、东方墨兰、熊猫一间店、OLLY OWL……
时间紧任务重
请大家推荐南京必喝！
吃的也可以推荐！
#南京[话题]# #孙燕姿南京[话题]# #奶茶推荐[话题]# #奶茶必喝[话题]#",['http://sns-webpic-qc.xhscdn.com/202511070743/586acac1bca3242a4ff30fa7202988df/1040g2sg31nphiojkkse049vgiscs7ucis8ggn10!nd_dft_wlteh_webp_3'],normal,momo,480,70,,1760792881000,https://www.xiaohongshu.com/explore/68f391310000000007022e49?xsec_token=ABI8hMCove0eE2MHpS3rFWIeUSSPnD-leMaNNJtQ6jKEY==&xsec_source=pc_search,南京饮料推荐,xhs,"['熊猫一间店 台湾深藏 庙口红茶 这几家出了南京就没了[哇R]', '庙口！好喝', '多克多，喝了二十几年了', '茶颜悦色好喝吗 怎么没人推荐', '太犇牛手作', '南京人喜欢喝隔壁安徽的古茗', '马五旺', '拾叁茶玫瑰清露不另外加糖', '多可多', '多克多 台湾深藏']"
68a5d812000000001d021189,离开南京前一定要喝的9杯！！,"每一款都喝了数不清多少杯！
#南京美食[话题]# #南京旅游攻略[话题]# #宝宝辅食[话题]# #本地人爱喝的店[话题]# #奶茶测评[话题]# #好喝爱喝下次还喝[话题]# #宝藏饮品[话题]# #邪修美食[话题]#","['http://sns-webpic-qc.xhscdn.com/202511070743/511ac9b1ae5d5cdc040d41a3b7db2ee7/notes_pre_post/1040g3k031ldjs4bclm0g48bvierklltundtpka8!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511070743/e95fe415bb2195516e5808d313e09d04/notes_pre_post/1040g3k031ldjs4bclm1g48bvierklltuh959tr8!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511070743/186182ae7a26eb49939763c4f04d54ef/notes_pre_post/1040g3k031ldjs4bclm0048bvierklltub1ulh6o!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511070743/9a19ee30761daeae151a944b51459a4d/notes_pre_post/1040g3k031ldjs4bclm1048bvierklltukvna7l8!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511070743/9fe4287420e4197c24acec3559c0e97e/notes_pre_post/1040g3k031ldjs4bclm2048bvierklltulcbhoeo!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511070743/d606807768b213c044befea2aace7aee/notes_pre_post/1040g3k031ldjs4bclm2g48bvierklltu57hc0ko!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511070743/1df0e993f936da624c6d51f4bf202fb9/notes_pre_post/1040g3k031ldjs4bclm3048bvierklltut9mrbe0!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511070743/b466ee5759c4fce14c7d12219d46d0a6/notes_pre_post/1040g3k031ldjs4bclm3g48bvierklltu3cq4dp0!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511070743/df5d24217c8eecc2ed9062f08c802929/notes_pre_post/1040g3k031ldjs4bclm4048bvierklltu9f51obg!nd_dft_wlteh_webp_3']",normal,一口小甜酱🍬,1334,36,,1755699218000,https://www.xiaohongshu.com/explore/68a5d812000000001d021189?xsec_token=ABzxFohLiFBOl_vEckU0zijRhOtgpVkcYfTnueR4b3CTA==&xsec_source=pc_search,南京饮料推荐,xhs,"['全网最怕倒闭的博主就你了！和同学都关注你了[哭惹R]', '请问东方抹茶白柚鸳鸯酪是哪家', '这是吃还是喝啊😂', '喝过的大佬吱一声，p1这款真的长这样吗？', '不该是熊猫家的杏仁烤奶茶吗？', 'P3哪家的啊[色色R]', '南京开另茶啦？！？！？！', '看着就好喝[赞R]', '南京必喝榜已收藏[大笑R]', '南京本地人推荐的店，有空想去试试。']"
674746530000000008006a8e,刚从南京回来！三天五杯！南京奶茶大测评,"1、茶颜悦色
岁月从不不败美人-微糖-热
好喝程度：[星R][星R][星R][星R][星R]
当时全额退款了，因为核销超时了，这才发现他们茶好像是现煮的，怪不得喝起来确实新鲜
奶茶界一姐，能不能来深圳卷卷？
	
2、拾叁茶
歇雨花茶-三分糖-热
好喝程度：[星R][星R][星R][星R][星R]
作为南京本土奶茶，据店员说是用的江苏本土茶叶，奶茶本身有很香的茉莉花味，又不同于广东的茉莉花茶香，很清新但是会更浓一些，是觉得喝了不亏的一杯
3、马伍旺饮料厂
素颜观音-七分糖-热
好喝程度：[星R][星R][星R]
南京的铁观音是好喝的，奶茶里也是既有入口便能识别的茶香，也用的是牛奶而不是奶精，但是七分糖真的太！甜！了！主要这七分糖是他们小程序推荐的！不排除是因为我点了热的然后甜味更突出但是，非常不建议同时点七分糖和热饮！
	
4、zoo coffee
香醇咖啡-常温-小熊猫拉花
好喝程度：[星R][星R][星R][星R][太阳R]
正儿八经好喝的咖啡，但是小熊猫拉花真的非常可爱！有去红山动物园，但是不知道这个咖啡的话我真的会难过ok？但提醒一点是奶盖很厚，而且同行的人会觉得香草拿铁有点甜，不喜很甜的朋友可以注意下
	
5、雅克雅思
龙珠雅克-三分糖-少冰
好喝程度：[星R][星R][星R]
南京本土奶茶，主打是龙珠小料，龙珠可以类比成珍珠大小的透明豆沙汤圆，奶茶口味上我会更偏向上面其他的，如果好奇小料或者更注重小料的可以试试，还有奶黄龙珠和青团龙珠，体验是蛮新奇的
	
上面的奶茶评分偏个人向，南京这几天温度都不会太冷，但不是下午太阳高照的话还真不咋推荐点冰奶茶
然后有其他啥去南京旅游前想问的都可以评论区聊聊天呀
#奶茶测评[话题]# #宝藏饮品店分享[话题]# #让自己快乐才叫意义[话题]# #南京[话题]#","['http://sns-webpic-qc.xhscdn.com/202511070744/6f5608ebcf4b23f1763bd658955a3543/1040g00831an9ifb1ne605nbj0lug9837na8gf7g!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511070744/27a031704b0143511d963e24a3945d00/1040g00831an9ifb1ne505nbj0lug9837v63ouc0!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511070744/88fc60a6dc92de358c91f7fefd472bb9/1040g00831an9ifb1ne4g5nbj0lug9837ke03138!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511070744/02781fc0be594e1c4f22f78b99737433/1040g00831an9ifb1ne3g5nbj0lug9837sd2u4so!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511070744/12832661a012d245ca6001b4af8957eb/1040g00831an9ifb1ne2g5nbj0lug98371egal8o!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511070744/35e574f600347d4f7649e5262f6bdff7/1040g00831an9ifb1ne205nbj0lug9837ndnkbr8!nd_dft_wlteh_webp_3']",normal,金牌艇仔粥,4058,56,,1732724307000,https://www.xiaohongshu.com/explore/674746530000000008006a8e?xsec_token=ABgzrBh2wWWb61GBK9y6zaAuQqn33-1tjYEnMyiGNA5TQ==&xsec_source=pc_search,南京饮料推荐,xhs,"['小熊猫多少钱一杯[微笑R]', '茶颜和拾叁茶巨好喝 两天喝了七杯茶颜 两杯拾叁茶[微笑R]', '', '感觉茶颜悦色真的好喝，为什么青岛没有[哭惹R][哭惹R][哭惹R]', '.', 'zoo coffee是在红山动物园里的哪里呀', '铁观音好喝，五分糖正好，走的时候还带了两杯走，奶盖小熊猫也喝了', '五一南京呆了几天尝了被吹爆的茶颜各款饮品，只能说名不副实。南京本土的拾叁茶反而圈粉了。', '南京哪里有茶颜悦色', '拾叁茶的玫瑰清露我念念不忘，三分糖去冰']"
6709e784000000001a0215ea,南京本土茶饮品牌，你喝过几家？,"主要盘点了以下13家本土茶饮，这里面既有创立了20余年的老炮儿，也有初出茅庐的新贵，如有遗漏，也欢迎大家来补充[鼓掌R]
	
[一R]拾叁茶
以同根同源的红楼梦为主题，每一杯奶茶的名字都很好听。
[二R]马伍旺饮料厂
走年轻人的80s复古回潮工厂风，是川菜店——马伍旺的衍生品牌。
[三R]雅克雅思
深耕茶饮行业20余年的老品牌，以醇厚口感、龙珠小料建立消费认知。
[四R]多克多
老牌本土奶茶店，主打英式奶茶，是很多南京人的童年回忆。
[五R]熊猫一间店
以熊猫为主题的奶茶店，很多南京人心中的奶茶白月光。
[六R]小金金手作
现熬现做的新中式茶饮，手作米麻薯鲜牛乳茶，糯叽叽爱好者不可错过。
[七R]就是柠
深耕柠檬茶细分赛道，创造“专做手打柠檬茶”为记忆点的新派手打柠檬茶品牌。
[八R]太犇牛
产品对标阿嬷手作，主打手打有机米麻薯、熬黑糖珍珠、三无手工冰淇淋三大系列。
[九R]口渴了
1999年踏足茶饮界，25年深耕南京市场，陪伴南京两代人共同成长。
[一R][零R]东方墨蘭
国风茶饮品牌，聚焦东方美学，将东方香融入东方茶。
[一R][一R]陆黎开了个方子
南京知名中医馆品牌“百黎堂”衍生茶饮品牌，主打养生茶饮。
[一R][二R]哈姆特
以多元的布丁口味和形式结合创新饮品，深受各年龄层消费者喜爱。
[一R][三R]甜荟
南京本土的老牌茶饮，奶霜印象深刻！甜荟茶市为全新尝试品牌。
	
[私信R][私信R][私信R]
以上品牌，大家都有喝过吗[斜眼R]
你心中的NO.1是哪一家呢？
也欢迎推荐你最爱的哪一款哦[看R]
	
#奶茶测评[话题]# #奶茶[话题]# #茶饮[话题]# #奶茶推荐[话题]# #南京旅游[话题]# #南京旅游攻略[话题]##美食打卡[话题]# #吃喝玩乐[话题]# #南京[话题]# #宝藏饮品店分享[话题]#","['http://sns-webpic-qc.xhscdn.com/202511070746/97f02091bfc16f46897f1f33e3f6932f/1040g2sg318rbo3bigq705o3akm508k9f3qfg810!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511070746/b890e784ac411ccb8aa22688f4ad45be/1040g2sg318rbo3bigq7g5o3akm508k9ff9mcs2g!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511070746/2b32fb9070a32401a9466541f74b2e19/1040g2sg318rbo3bigq805o3akm508k9f0g8ev50!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511070746/4808078ac87f64636110c0a77499e057/1040g2sg318rbo3bigq8g5o3akm508k9ffotsg3o!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511070746/bcda66e9a27ef5999ede3a237d5de41e/1040g2sg318rbo3bigq905o3akm508k9faedup70!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511070746/90470f979557a321dd5f7123fe719c98/1040g2sg318rbo3bigq9g5o3akm508k9f35hquf8!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511070746/f29a489b8ca650fcdc5cb0618cc9181c/1040g2sg318rbo3bigqa05o3akm508k9fkrfn3no!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511070746/63a8adf98179034c0aed4e211876df60/1040g2sg318rbo3bigqag5o3akm508k9fji1isv0!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511070746/cafc4ff8890b54a21df74f8e8adc9b73/1040g2sg318rbo3bigqb05o3akm508k9ftpdo0b0!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511070746/556364fae3e2a7696e149d47c3d12169/1040g2sg318rbo3bigqbg5o3akm508k9fe7v0q9o!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511070746/049580538166f01433365008f81727c8/1040g2sg318rbo3bigqc05o3akm508k9fek5o8mo!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511070746/b1a77d75eb3e9d29873f08759505ede8/1040g2sg318rbo3bigqcg5o3akm508k9f417ocoo!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511070746/22827c16089479e8587c97562dcaf431/1040g2sg318rbo3bigqd05o3akm508k9f9lgcrig!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511070746/7006580de8654e13e83d605156a35a99/1040g2sg318rbo3bj0q005o3akm508k9fvsrddm0!nd_dft_wlteh_webp_3']",normal,城北汇汇,2548,238,,1728702340000,https://www.xiaohongshu.com/explore/6709e784000000001a0215ea?xsec_token=ABzXnAx4CiggNYI2t8b2hljiKZPRdc_lrpO1eSL4UGTgM==&xsec_source=pc_search,南京饮料推荐,xhs,"['本土茶饮品牌还包括『永民手作』『熊姬手作鲜茶』', '其实雅克雅思不属于南京的牌子 泰州兴化的牌子 只是有点起色了把公司搬到南京去了[偷笑R]', '熊猫一间店喝过好多次[飞吻R][飞吻R][飞吻R]', '十三茶真的很推荐！超喜欢这个奶茶！好喝而且文创也好看！', '暴露年龄，最早喝的是湖南路口的快三秒[笑哭R]', '在哈姆特直营店干过一年，哈姆特总公司开了个新品牌更高档一些', '甜荟好像跟台湾五十岚有点关联', '不错', '没有“雅克雅思”？！', '怎么没有永旺？']"
